line_cd,company_cd,line_name,line_name_k,line_name_h,line_color_c,line_color_t,line_type,lon,lat,zoom,e_status,e_sort
34007,24,阪急箕面線,ハンキュウミノオセン,阪急箕面線,#FF00CC,,,135.460215661377,34.822978505690100,14,0,34007
34008,24,阪急千里線,ハンキュウセンリセン,阪急千里線,#33CC00,,,135.5133936546560,34.77089106011370,12,0,34008
34009,24,阪急嵐山線,ハンキュウアラシヤマセン,阪急嵐山線,#33CC00,,,135.69109537036100,34.9964984899299,14,0,34009
35001,25,阪神本線,ハンシンホンセン,阪神本線,,,,135.33881453343600,34.72713808988930,11,0,35001
35002,25,阪神なんば線,ハンシンナンバセン,阪神なんば線,,,,135.45421802017400,34.694375856270900,13,0,35002
35003,25,阪神武庫川線,ハンシンムコガワセン,阪神武庫川線,,,,135.37922457275400,34.71224332796690,15,0,35003
36001,26,西鉄天神大牟田線,ニシテツテンジンオオムタセン,西鉄天神大牟田線,,,,130.469530100445,33.33736616073840,10,0,36001
36002,26,西鉄太宰府線,ニシテツダザイフセン,西鉄太宰府線,,,,130.52547098942400,33.51078066666700,14,0,36002
36003,26,西鉄甘木線,ニシテツアマギセン,西鉄甘木線,,,,130.60003945768600,33.37457969825720,12,0,36003
36004,26,西鉄貝塚線,ニシテツカイヅカセン,西鉄貝塚線,,,,130.4465090625,33.71197663033310,12,0,36004
99101,101,札幌市営地下鉄東西線,サッポロシエイチカテツトウザイセン,札幌市営地下鉄東西線,#F39800,,,141.37728389702000,43.056549405485200,11,0,99101
99102,101,札幌市営地下鉄南北線,サッポロシエイチカテツトナンボクセン,札幌市営地下鉄南北線,#008000,,,141.34333221386700,43.06454353902910,12,0,99102
99103,101,札幌市営地下鉄東豊線,サッポロシエイチカテツトウホウセン,札幌市営地下鉄東豊線,#90D7EC,,,141.37309843652300,43.071952122475800,12,0,99103
99104,101,札幌市電山鼻線,サッポロシデンヤマハナセン,札幌市電山鼻線,,,,141.3441982951430,43.046839819187600,14,0,99104
99105,102,函館市電２系統,ハコダテシデンニケイトウ,函館市電２系統,,,,140.74738524246600,41.78054065694650,13,0,99105
99106,102,函館市電５系統,ハコダテシデンゴケイトウ,函館市電５系統,,,,140.74372620057900,41.779569127970500,13,0,99106
99107,103,ふるさと銀河線,フルサトギンガセン,北海道ちほく高原鉄道ふるさと銀河線,,,,143.640036126425,43.42292394680050,9,2,99107
99201,104,津軽鉄道線,ツガルテツドウセン,津軽鉄道線,,,,140.4475315462210,40.89185142491710,11,0,99201
99202,105,弘南鉄道弘南線,コウナンテツドウコウナンセン,弘南鉄道弘南線,,,,140.54871349870100,40.61175481671140,12,0,99202
99203,105,弘南鉄道大鰐線,コウナンテツドウオオワニセン,弘南鉄道大鰐線,,,,140.50905324072300,40.56021151959360,12,0,99203
99204,106,十和田観光電鉄,トワダカンコウデンテツ,十和田観光電鉄,,,,141.2927016740080,40.64340822784740,12,2,99204
99205,107,いわて銀河鉄道線,イワテギンガテツドウセン,いわて銀河鉄道線,#03459a,,,141.1880520152760,40.04965780485650,10,0,99205
99206,108,青い森鉄道線,アオイモリテツドウセン,青い森鉄道線,#33cbf4,,,141.05217915069200,40.663221607630100,9,0,99206
99207,109,三陸鉄道北リアス線,サンリクテツドウキタリアスセン,三陸鉄道北リアス線,,,,141.85979926757800,39.91336094280290,10,2,99207
99208,109,三陸鉄道リアス線,サンリクテツドウリアスセン,三陸鉄道リアス線,,,,141.8071144449220,39.68226415362110,9,0,99208
99209,110,秋田内陸線,アキタナイリクセン,秋田内陸縦貫鉄道秋田内陸線,,,,140.46893411024800,39.91759531305780,10,0,99209
99210,111,鳥海山ろく線,チョウカイサンロクセン,由利高原鉄道鳥海山ろく線,,,,140.0943787923140,39.315005300556000,11,0,99210
99211,112,フラワー長井線,ヤマガタテツドウフラワーナガイセン,山形鉄道フラワー長井線,,,,140.0824240402140,38.12608278856650,12,0,99211
99212,113,くりはら田園鉄道線,クリハラデンエンテツドウセン,くりはら田園鉄道線,,,,141.03326683593800,38.81574934992100,11,2,99212
99213,114,阿武隈急行線,アブクマキュウコウセン,阿武隈急行線,,,,140.66291748632800,37.91917559631480,11,0,99213
99214,115,仙台市営地下鉄南北線,センダイシエイチカテツナンボクセン,仙台市営地下鉄南北線,#009900,,,140.87999335138800,38.27625168030140,12,0,99214
99218,115,仙台市営地下鉄東西線,センダイシエイチカテツトウザイセン,仙台市営地下鉄東西線,#90D7EC,,,140.88815689086900,38.26109769288550,12,0,99214
99215,116,福島交通飯坂線,フクシマシエイコウツウイイザカセン,福島交通飯坂線,,,,140.45316386247100,37.795161572067800,13,0,99215
99216,117,会津鉄道会津線,アイヅテツドウアイヅセン,会津鉄道会津線,,,,139.8480479682870,37.2867595144806,10,0,99216
99217,118,仙台空港線,センダイクウコウセン,仙台空港鉄道仙台空港線,,,,140.90579885449200,38.161795240604700,13,0,99217
99301,119,都営大江戸線,トエイオオエドセン,都営大江戸線,#B6007A,,,139.7137041757580,35.707546227112400,12,0,99301
99302,119,都営浅草線,トエイアサクサセン,都営浅草線,#E85298,,,139.75860382724600,35.66226194441650,12,0,99302
99303,119,都営三田線,トエイミタセン,都営三田線,#0079C2,,,139.7032176242070,35.71883584494030,12,0,99303
99304,119,都営新宿線,トエイシンジュクセン,都営新宿線,#6CBB5A,,,139.80940398416900,35.689174794941500,11,0,99304
99305,119,都電荒川線,トデンアラカワセン,都営都電荒川線,#EE86A7,,,139.74861502275400,35.73501692578010,13,0,99305
99342,119,日暮里・舎人ライナー,ニッポリ・トネリライナー,日暮里・舎人ライナー,#FF69B4,,,139.76949647740900,35.781825686122100,12,0,99305
99306,120,秩父鉄道秩父本線,チチブテツドウチチブホンセン,秩父鉄道秩父本線,,,,139.20681388130400,36.10099529539960,10,0,99306
99307,121,埼玉高速鉄道線,サイタマコウソクテツドウセン,埼玉高速鉄道線,,,,139.72701598339800,35.842332681291400,12,0,99307
99308,122,いすみ線,イスミセン,いすみ鉄道いすみ線,#ffd400,,,140.29133946832700,35.26741095082190,12,0,99308
99309,123,つくばエクスプレス,ツクバエクスプレス,首都圏新都市鉄道つくばエクスプレス,,,,139.93750930625000,35.90577190655730,10,0,99309
99310,124,みなとみらい線,ミナトミライセン,みなとみらい21線,#09357F,,,139.63609880159200,35.45568263801600,14,0,99310
99311,125,ゆりかもめ,ユリカモメ,ゆりかもめ東京臨海新交通臨海線,#27404E,,,139.77494982373000,35.64286984685860,13,0,99311
99312,126,わたらせ渓谷線,ワタラセケイコクセン,わたらせ渓谷鐵道わたらせ渓谷線,,,,139.35075580181900,36.533240247884100,11,0,99312
99313,127,ユーカリが丘線,ユーガリガオカセン,山万ユーカリが丘線,#2f9d66,,,140.15304849735800,35.73088307488000,15,0,99313
99314,128,伊豆箱根鉄道大雄山線,イズハコネテツドウダイユウザンセン,伊豆箱根鉄道大雄山線,,,,139.1309474192680,35.289398083333000,13,0,99314
99502,128,伊豆箱根鉄道駿豆線,イズハコネテツドウスンズセン,伊豆箱根鉄道駿豆線,,,,138.93156063529500,35.056607988173400,12,0,99502
99315,129,ひたちなか海浜鉄道湊線,ヒタチナカカイヒンテツドウミナトセン,ひたちなか海浜鉄道湊線,,,,140.5729551640100,36.37147622741150,12,0,99315
99316,130,ブルーライン,ブルーライン,横浜市高速鉄道1号線・3号線,#006BF0,,,139.5514822958990,35.487767502140700,11,0,99316
99343,130,グリーンライン,グリーンライン,横浜市高速鉄道4号線,#40CC40,,,139.58693689521500,35.54724579840770,13,0,99316
99317,131,金沢シーサイドライン,カナザワシーサイドライン,横浜新都市交通金沢シーサイドライン,#F68B1E,,,139.63114433063200,35.36215674895550,13,0,99317
99318,132,関東鉄道常総線,カントウテツドウジョウソウセン,関東鉄道常総線,,,,139.99013930492200,36.119885050384900,10,0,99318
99319,132,関東鉄道竜ヶ崎線,カントウテツドウリュウガサキセン,関東鉄道竜ヶ崎線,,,,140.1573066931150,35.91893164719260,13,0,99319
99320,133,江ノ島電鉄線,エノシマデンテツセン,江ノ島電鉄線,,,,139.5124071047850,35.32608820262840,13,0,99320
99321,134,ニューシャトル,ニューシャトル,埼玉新都市交通伊奈線,#FFFF00,,,139.6162807708510,35.96269513473070,12,0,99321
99322,135,鹿島鉄道線,カシマテツドウセン,鹿島鉄道線,,,,140.39112930413800,36.158972272735900,12,2,99322
99323,136,鹿島臨海鉄道大洗鹿島線,カシマリンカイテツドウオオアライカシマセン,鹿島臨海鉄道大洗鹿島線,,,,140.54283357226600,36.18730568179130,10,0,99323
99324,137,芝山鉄道線,シバヤマテツドウセン,芝山鉄道線,#00a650,,,140.39236169311500,35.7635624338256,14,0,99324
99325,138,小湊鉄道線,コミナトテツドウセン,小湊鉄道線,,,,140.12739861631500,35.395848485771700,11,0,99325
99326,139,湘南モノレール,ショウナンモノレール,湘南モノレール,,,,139.51024462500000,35.332232488316000,13,0,99326
99327,140,上信電鉄,ジョウシンデンテツ,上信電鉄,,,,138.91563430781300,36.26619008152530,11,0,99327
99328,141,上毛電気鉄道上毛線,ジョウモウデンキテツドウジョウモウセン,上毛電気鉄道上毛線,,,,139.1911682539060,36.41704837902680,11,0,99328
99329,142,新京成線,シンケイセイセン,新京成電鉄新京成線,,,,139.97042634375000,35.759050705693500,12,0,99329
99330,143,真岡鐵道真岡線,モオカテツドウモオカセン,真岡鐵道真岡線,,,,140.04268148610200,36.44502032664950,11,0,99330
99331,144,千葉都市モノレール１号線,チバトシモノレールイチゴウセン,千葉都市モノレール１号線,#2843BA,,,140.1131078677200,35.60826509181120,14,0,99331
99332,144,千葉都市モノレール２号線,チバトシモノレールニゴウセン,千葉都市モノレール２号線,#2843BA,,,140.14108576680400,35.62639176639850,13,0,99332
99333,145,流鉄流山線,リュウテツナガレヤマセン,流鉄流山線,,,,139.91199264550800,35.83792664205620,13,0,99333
99334,146,多摩モノレール,タマモノレール,多摩都市モノレール線,#FF6633,,,139.42169850770800,35.69743141486100,12,0,99334
99335,147,銚子電鉄線,チョウシデンテツセン,銚子電気鉄道線,,,,140.84740317246100,35.71912821238160,13,0,99335
99336,148,東京モノレール,トウキョウモノレール,東京モノレール羽田空港線,#003686,,,139.76328619095800,35.59102280877390,12,0,99336
99337,149,りんかい線,リンカイセン,東京臨海高速鉄道りんかい線,,,,139.7661296428220,35.62373301157320,13,0,99337
99338,150,東葉高速線,トウヨウコウソクセン,東葉高速鉄道東葉高速線,#66CC00,,,140.03804726443000,35.71906100000000,12,0,99338
99339,151,箱根登山鉄道鉄道線,ハコネトザンテツドウテツドウセン,箱根登山鉄道鉄道線,,,,139.09949102312900,35.24597908562160,12,0,99339
99344,151,箱根登山ケーブルカー,ハコネトザンケーブルカー,箱根登山鉄道鋼索線,,,,139.04142379760700,35.248167,15,0,99344
99340,152,北総鉄道北総線,ホクソウテツドウホクソウセン,北総鉄道北総線,,,,140.03784499075200,35.783462858466100,11,0,99340
99341,153,ほっとスパ・ライン,ホットスパライン,野岩鉄道会津鬼怒川線,,,,139.70133274067100,36.98733557444940,11,0,99341
99401,154,富士急行線,フジキュウコウセン,富士急行線,,,,138.86075605024100,35.553671122983800,12,0,99401
99402,155,北越急行ほくほく線,ホクエツキュウコウホクホクセン,北越急行ほくほく線,,,,138.59099433333000,37.13966175491370,10,0,99402
99403,156,しなの鉄道線,シナノテツドウセン,しなの鉄道線,#f0a401,,,138.31742924146700,36.419423909335200,10,0,99403
99427,156,北しなの線,キタシナノセン,北しなの線,#999966,,,138.21050165919600,36.755306038955500,11,0,99403
99404,157,上田電鉄別所線,ウエダデンテツベッショセン,上田電鉄別所線,,,,138.2109222560840,36.37625258348020,13,0,99404
99405,158,長野電鉄長野線,ナガノデンテツナガノセン,長野電鉄長野線,,,,138.30425232812500,36.70185930258750,11,0,99405
99406,158,長野電鉄屋代線,ナガノデンテツヤシロセン,長野電鉄屋代線,,,,138.21193550511100,36.59924925239540,12,2,99406
99407,159,上高地線,カミコウチセン,アルピコ交通上高地線,,,,137.89738246819600,36.21371737909470,12,0,99407
99408,160,富山地鉄本線,トヤマチテツホンセン,富山地鉄本線,,,,137.38976132822900,36.78988243597420,11,0,99408
99409,160,富山地鉄立山線,トヤマチテツタテヤマセン,富山地鉄立山線,,,,137.37055082296000,36.63259703593660,12,0,99409
99410,160,富山地鉄不二越・上滝線,トヤマチテツフジコシ・カミダキセン,富山地鉄不二越・上滝線,,,,137.25252600319300,36.65497801427260,12,0,99410
99413,160,富山地鉄市内線【１・２系統】,トヤマチテツシナイセン,富山地鉄市内線,,,,137.2104899362310,36.68749218887860,14,0,99413
99422,160,富山地鉄富山都心線【３系統(環状線)】,トヤマチテツトヤマトシンセン,富山地鉄富山都心線,,,,137.21288681030300,36.6955391541321,15,0,99413
99415,160,富山港線,トヤマコウセン,富山港線,,,,137.23409,36.761212,13,0,99415
99411,161,神岡鉄道神岡線,カミオカテツドウカミオカセン,神岡鉄道神岡線,,,,137.27280775390600,36.404333174001500,12,2,99411
99412,162,黒部峡谷鉄道本線,クロベキョウコクテツドウホンセン,黒部峡谷鉄道本線,,,,137.62933635449200,36.771398208953400,12,0,99412
99414,163,万葉線,マンヨウセン,万葉線,,,,137.05198785927700,36.76865393498100,13,0,99414
99416,165,北陸鉄道石川線,ホクリクテツドウイシカワセン,北陸鉄道石川線,,,,136.62763019846000,36.50748930559930,12,0,99416
99417,165,北陸鉄道浅野川線,ホクリクテツドウアサノガワセン,北陸鉄道浅野川線,,,,136.64124453303700,36.61101107753480,13,0,99417
99418,166,のと鉄道七尾線,ノトテツドウナナオセン,のと鉄道七尾線,,,,136.90441537109400,37.12448506777650,11,0,99418
99419,167,えちぜん鉄道勝山永平寺線,エチゼンテツドウカツヤマエイヘイジセン,えちぜん鉄道勝山永平寺線,,,,136.35136147537600,36.08641897711260,11,0,99419
99420,167,えちぜん鉄道三国芦原線,エチゼンテツドウミクニアワラセン,えちぜん鉄道三国芦原線,,,,136.19195268868600,36.162791926784600,11,0,99420
99421,168,福井鉄道福武線,フクイテツドウフクブセン,福井鉄道福武線,,,,136.20680539160200,36.01077557427890,12,0,99421
99501,169,伊豆急行線,イズキュウコウセン,伊豆急行線,,,,139.04158977539100,34.82442965825600,11,0,99501
99503,170,岳南鉄道線,ガクナンテツドウセン,岳南鉄道線,,,,138.7141213772460,35.15955767005040,13,0,99503
99504,171,静岡鉄道静岡清水線,シズオカテツドウシズオカシミズセン,静岡鉄道静岡清水線,,,,138.43905812174800,34.99815891362700,12,0,99504
99505,172,天竜浜名湖線,テンリュウハマナコセン,天竜浜名湖鉄道天竜浜名湖線,,,,137.73047117968700,34.82776371640630,10,0,99505
99506,173,遠州鉄道鉄道線,エンシュウテツドウテツドウセン,遠州鉄道鉄道線,,,,137.7761985291930,34.78157170063820,12,0,99506
99507,174,大井川鐵道大井川本線,オオイガワテツドウオオイガワホンセン,大井川鐵道大井川本線,,,,138.10725218575600,34.96974306611440,11,0,99507
99508,174,南アルプスあぷとライン,ミナミアルプスアプトライン,大井川鐵道井川線,,,,138.16176092857000,35.168191519026200,12,0,99508
99509,175,あおなみ線,アオナミセン,西名古屋港線,,,,136.86506338192600,35.12536651434050,12,0,99509
99510,176,東海交通事業城北線,トウカイコウツウジギョウジョウホクセン,東海交通事業城北線,,,,136.89666252116200,35.229299962292500,13,0,99510
99511,177,愛知環状鉄道線,アイチカンジョウテツドウセン,愛知環状鉄道線,#000066,,,137.12218816694600,35.12130634026480,10,0,99511
99512,178,リニモ,リニモ,東部丘陵線,#164CA2,,,137.060015783037,35.171156191479300,13,0,99512
99513,179,名古屋市営地下鉄東山線,ナゴヤシエイチカテツヒガシヤマセン,名古屋市営地下鉄東山線,#FFCC00,菜種色,,136.92263373614900,35.16914033244780,12,0,99513
99514,179,名古屋市営地下鉄名城線,ナゴヤシエイチカテツメイジョウセン,名古屋市営地下鉄名城線,#9B74C1,藤色,,136.93289743917100,35.1605437168792,12,0,99514
99515,179,名古屋市営地下鉄名港線,ナゴヤシエイチカテツメイコウセン,名古屋市営地下鉄名港線,#9B74C1,藤色,,136.88966853969200,35.12510133132910,13,0,99515
99516,179,名古屋市営地下鉄鶴舞線,ナゴヤシエイチカテツツルマイセン,名古屋市営地下鉄鶴舞線,#04ACDD,水色,,136.93611688203100,35.17099010899120,12,0,99516
99517,179,名古屋市営地下鉄桜通線,ナゴヤシエイチカテツサクラドオリセン,名古屋市営地下鉄桜通線,#FF0000,赤,,136.9382243862810,35.14066755400130,12,0,99517
99518,179,名古屋市営地下鉄上飯田線,ナゴヤシエイチカテツカミイイダセン,名古屋市営地下鉄上飯田線,#FF66C4,桃色,,136.929713,35.201222076956200,15,0,99518
99519,180,ピーチライナー,ピーチライナー,桃花台新交通,,,,136.95855506878200,35.29823353105300,13,2,99519
99520,181,豊橋鉄道渥美線,トヨハシテツドウアツミセン,豊橋鉄道渥美線,,,,137.33036072802700,34.703541677659900,12,0,99520
99521,181,豊橋鉄道東田本線,トヨハシテツドウアヅマダホンセン,豊橋鉄道東田本線,,,,137.4057545608570,34.76500605932440,14,0,99521
99522,181,豊橋鉄道運動公園前線,トヨハシテツドウウンドウコウエンマエセン,豊橋鉄道運動公園前線,,,,137.42205658465600,34.76186984458540,16,2,99522
99523,182,ゆとりーとライン,ユトリートライン,ガイドウェイバス志段味線,,,,136.96119786772800,35.20558123227160,13,0,99523
99524,183,明知鉄道明知線,アケチテツドウアケチセン,明知鉄道明知線,,,,137.4120125492270,35.38280304135590,12,0,99524
99525,184,長良川鉄道越美南線,ナガラガワテツドウエツミナンセン,長良川鉄道越美南線,,,,136.92720763620700,35.71007663979840,10,0,99525
99526,185,樽見鉄道樽見線,タルミテツドウタルミセン,樽見鉄道樽見線,,,,136.62831882052100,35.51524593869540,11,0,99526
99528,186,三岐鉄道三岐線,サンギテツドウサンギセン,三岐鉄道三岐線,,,,136.5441360231740,35.087472444993300,11,0,99528
99529,186,三岐鉄道北勢線,サンギテツドウホクセイセン,三岐鉄道北勢線,,,,136.5984984427260,35.094626678728600,12,0,99529
99530,187,伊勢鉄道伊勢線,イセテツドウイセセン,伊勢鉄道伊勢線,,,,136.5523657820310,34.833916164215800,12,0,99530
99531,188,伊賀鉄道伊賀線,イガテツドウイガセン,伊賀鉄道伊賀線,,,,136.13962606612400,34.733360528717500,12,0,99531
99532,189,養老鉄道養老線,ヨウロウテツドウヨウロウセン,養老鉄道養老線,,,,136.62239938636200,35.26596009287490,11,0,99532
99601,190,近江鉄道本線,オウミテツドウホンセン,近江鉄道本線,,,,136.2109757614450,35.15504248537260,10,0,99601
99602,190,近江鉄道多賀線,オウミテツドウタガセン,近江鉄道多賀線,,,,136.26770142326200,35.23325260938310,14,0,99602
99603,190,近江鉄道八日市線,オウミテツドウヨウカイチセン,近江鉄道八日市線,,,,136.15042189410800,35.11096374406690,13,0,99603
99604,191,信楽高原鐵道信楽線,シガラキコウゲンテツドウシガラキセン,信楽高原鐵道信楽線,,,,136.09384466406300,34.91316864913640,12,0,99604
99605,192,嵯峨野観光線,サガノカンコウセン,嵯峨野観光線,,,,135.6516843955080,35.02158814152900,12,0,99605
99606,193,叡山電鉄叡山本線,エイザンデンテツエイザンホンセン,叡山電鉄叡山本線,,,,135.79087965808100,35.050004221782500,13,0,99606
99607,193,叡山電鉄鞍馬線,エイザンデンテツクラマセン,叡山電鉄鞍馬線,,,,135.77897739580100,35.086168813683600,13,0,99607
99608,194,宮福線,ミヤフクセン,宮福線,,,,135.1450786402020,35.42665060734550,11,0,99608
99609,194,宮豊線,ミヤトヨセン,宮豊線,,,,135.02146714367000,35.580096660320100,10,0,99609
99653,194,宮舞線,ミヤマイセン,宮舞線,,,,135.2654790552330,35.499724785792100,11,0,99609
99610,195,京都市営地下鉄烏丸線,キョウトシエイチカテツカラスマセン,京都市営地下鉄烏丸線,#66CC99,,,135.76556730478500,35.01633354109120,12,0,99610
99611,195,京都市営地下鉄東西線,キョウトシエイチカテツトウザイセン,京都市営地下鉄東西線,#FF6600,,,135.76612153489400,34.97917107848440,12,0,99611
99612,196,京福電鉄嵐山本線,ケイフクデンテツアラシヤマホンセン,京福電鉄嵐山本線,#CC0033,,,135.7102577977370,35.01271349692730,13,0,99612
99613,196,京福電鉄北野線,ケイフクデンテツキタノセン,京福電鉄北野線,#6666CC,,,135.71240194707400,35.025937048312100,14,0,99613
99614,197,北大阪急行電鉄,キタオオサカキュウコウデンテツ,北大阪急行電鉄,,,,135.49546160449200,34.78992723920360,13,0,99614
99616,198,泉北高速鉄道線,センボクコウソクテツドウセン,泉北高速鉄道線,,,,135.48923516667000,34.50927755893810,12,0,99616
99617,199,水間鉄道水間線,ミズマテツドウミズマセン,水間鉄道水間線,,,,135.3691331269530,34.428011288824400,13,0,99617
99626,201,大阪モノレール線,オオサカモノレールセン,大阪モノレール線,,青,,135.52449542857000,34.789061357143000,12,0,99626
99627,201,大阪モノレール彩都線,オオサカモノレールサイトセン,国際文化公園都市線,,青,,135.52708881796900,34.83077567131580,13,0,99627
99628,202,阪堺電軌上町線,ハンカイデンキウエマチセン,阪堺電軌上町線,,紺,,135.50418701828600,34.62745794872430,14,0,99628
99629,202,阪堺電軌阪堺線,ハンカイデンキハンカイセン,阪堺電軌阪堺線,,緑,,135.48094140579100,34.5988702791658,12,0,99629
99630,203,神戸高速東西線,コウベコウソクトウザイセン,神戸高速東西線,,青,,135.17274029101600,34.6779566632106,13,0,99630
99631,203,神戸高速南北線,コウベコウソクナンボクセン,神戸高速南北線,,青,,135.16738643121300,34.67788462880590,16,0,99631
99632,204,有馬線,アリマセン,神鉄有馬線,,朱,,135.18505692566800,34.75245997145680,12,0,99632
99633,204,三田線,サンダセン,神鉄三田線,#0079C2,朱,,135.22213786347700,34.85009861306200,12,0,99633
99634,204,公園都市線,コウエントシセン,神鉄公園都市線,,朱,,135.20684257405300,34.89567763883960,13,0,99634
99635,204,粟生線,アオセン,神鉄粟生線,,朱,,135.01903507246100,34.79456505836290,11,0,99635
99637,206,山陽電鉄本線,サンヨウデンテツホンセン,山陽電鉄本線,,赤,,134.884141666785,34.747293594959300,10,0,99637
99638,206,山陽電鉄網干線,サンヨウデンテツアボシセン,山陽電鉄網干線,,赤,,134.62899303704400,34.796193571429000,13,0,99638
99615,207,能勢電鉄妙見線,ノセデンテツミョウケンセン,能勢電鉄妙見線,,,,135.42379891800600,34.872305222944900,12,0,99640
99640,207,能勢電鉄日生線,ノセデンテツニッセイセン,能勢電鉄日生線,,あずき,,135.402694,34.90081280377900,14,0,99640
99642,208,三木鉄道三木線,ミキテツドウミキセン,三木鉄道三木線,,水色,,134.93909084125700,34.798604666544800,13,2,99642
99643,209,北条鉄道北条線,ホウジョウテツドウホウジョウセン,北条鉄道北条線,,青紫,,134.86388578710900,34.89497887938060,12,0,99643
99644,210,智頭急行智頭線,チズキュウコウチズセン,智頭急行智頭線,,紺,,134.3268127751090,35.094418544210300,10,0,99644
99636,211,北神線,ホクシンセン,神戸市営地下鉄北神線,#9a6e5f,ゴールド,,135.17142,34.761691,12,0,99636
99645,211,神戸市営地下鉄西神線,コウベシエイチカテツセイシンセン,神戸市営地下鉄西神線,#01AF98,緑,,135.06888940733100,34.68307241667750,12,0,99645
99646,211,神戸市営地下鉄山手線,コウベシエイチカテツヤマテセン,神戸市営地下鉄山手線,#01AF98,緑,,135.1714744477540,34.6803221227098,13,0,99646
99647,211,夢かもめ,ユメカモメ,神戸市営地下鉄海岸線,#0388C0,青,,135.1688599179690,34.670659049227500,13,0,99647
99648,212,ポートライナー,ポートライナー,神戸新交通ポートアイランド線,#07502B,オレンジ,,135.21260397883800,34.670333538697800,13,0,99648
99649,212,六甲ライナー,ロッコウライナー,神戸新交通六甲アイランド線,#07502B,エメラルド,,135.26778466667000,34.70298944416580,14,0,99649
99650,213,紀州鉄道線,キシュウテツドウセン,紀州鉄道線,,紺,,135.1561255375730,33.895428111877000,14,0,99650
99651,214,貴志川線,キシガワセン,和歌山電鐵貴志川線,,赤,,135.24080185449200,34.22928668108550,12,0,99651
99701,215,若桜線,ワカサセン,若桜鉄道若桜線,,,,134.30236431217800,35.37899166666700,12,0,99701
99702,216,北松江線,キタマツエセン,一畑電車北松江線,,,,132.89720223828100,35.4577473696989,11,0,99702
99703,216,大社線,タイシャセン,一畑電車大社線,,,,132.7302838910160,35.38956500684400,12,0,99703
99704,217,水島本線,ミズシマホンセン,水島臨海鉄道水島本線,,,,133.7478599137700,34.56420735349220,13,0,99704
99705,218,井原線,イバラセン,井原鉄道井原線,,,,133.55749144870100,34.61669576108980,11,0,99705
99706,219,東山線,ヒガシヤマセン,岡山電軌東山本線,#FFCC00,,,133.93158823068800,34.66244005774980,15,0,99706
99707,219,清輝橋線,セイキバシセン,岡山電軌清輝橋線,,,,133.92400867195400,34.65857080352660,15,0,99707
99708,220,スカイレールみどり坂線,スカイレールミドリザカセン,広島短距離交通瀬野線,,,,132.59332400529300,34.42745863778750,15,0,99708
99709,221,アストラムライン,アストラムライン,広島高速交通広島新交通1号線,,,,132.433582301476,34.43909912673890,12,0,99709
99710,222,広電１号線(宇品線),ヒロデンイチゴウセン,広電１号線(宇品線),,,,132.4635322328150,34.38007803057880,13,0,99710
99711,222,広電２号線(宮島線),ヒロデンニゴウセン,広電２号線(宮島線),,,,132.38582722414500,34.371507218075900,12,0,99711
99712,222,広電３号線,ヒロデンサンゴウセン,広電３号線,,,,132.45244206002100,34.38152249800240,13,0,99712
99713,222,広電５号線(皆実線),ヒロデンゴゴウセン,広電５号線(皆実線),,,,132.46766591799500,34.37814055001290,13,0,99713
99714,222,広電６号線(江波線),ヒロデンロクゴウセン,広電６号線(江波線),,,,132.45429202036100,34.38857228507070,14,0,99714
99715,222,広電７号線,ヒロデンナナゴウセン,広電７号線,,,,132.4528158105760,34.39504706235790,14,0,99715
99716,222,広電８号線(横川線),ヒロデンハチゴウセン,広電８号線(横川線),,,,132.44276496691900,34.39115629199650,14,0,99716
99717,222,広電９号線(白島線),ヒロデンキュウゴウセン,広電９号線(白島線),,,,132.4641666931150,34.40080871767490,15,0,99717
99718,223,錦川清流線,ニシキガワセイリュウセン,錦川鉄道錦川清流線,,,,132.05904670768600,34.20744595108850,11,0,99718
99801,224,阿波室戸シーサイドライン,アサムロトシーサイドライン,阿佐海岸鉄道阿佐東線,#3C9CFF,,,134.31125740739300,33.57350416961640,13,0,99801
99802,225,琴電琴平線,コトデンコトヒラセン,琴電琴平線,#FFD700,,,133.96214399465400,34.262127612871100,11,0,99802
99803,225,琴電長尾線,コトデンナガオセン,琴電長尾線,#009999,,,134.09736721950800,34.307010048819300,12,0,99803
99804,225,琴電志度線,コトデンシドセン,琴電志度線,#FF3366,,,134.1165716035160,34.345151934387700,12,0,99804
99805,226,伊予鉄道郡中線,イヨテツドウグンチュウセン,伊予鉄道郡中線,,,,132.72982015348600,33.80853562434980,12,0,99805
99806,226,伊予鉄道高浜線,イヨテツドウタカハマセン,伊予鉄道高浜線,,,,132.72769552695300,33.863703568848000,13,0,99806
99807,226,伊予鉄道横河原線,イヨテツドウヨコガワラセン,伊予鉄道横河原線,,,,132.82353333014700,33.81259212826530,12,0,99807
99808,226,伊予鉄道環状線,イヨテツドウカンジョウセン,伊予鉄道１系統,,,,132.76223714813000,33.84489561752770,14,0,99808
99809,226,伊予鉄道環状線,イヨテツドウカンジョウセン,伊予鉄道２系統,,,,132.76266630157300,33.84375502537700,15,0,99809
99810,226,伊予鉄道市駅線,イヨテツドウシエキセン,伊予鉄道３系統,,,,132.77226810677900,33.84300174199300,14,0,99810
99811,226,伊予鉄道松山駅前線,イヨテツドウマツヤマエキマエセン,伊予鉄道５系統,,,,132.7686248624270,33.843611419008700,14,0,99811
99812,226,伊予鉄道本町線,イヨテツドウホンマチセン,伊予鉄道６系統,,,,132.7694636455080,33.8480866024301,14,0,99812
